Dose [cGy];Volume [%]
6110.0;9.162749999999999
6120.0;9.104
6130.0;9.055
6140.0;9.006
6150.0;8.958499999999999
6160.0;8.911
6170.0;8.85725
6180.0;aug.35
6190.0;8.68975
6200.0;8.576
6210.0;aug.35
6220.0;8.471
6230.0;8.392999999999999
6240.0;8.315
6250.0;8.23575
6260.0;8.1565
6270.0;8.11875
6280.0;8.081
6290.0;8.04075
6300.0;8.000499999999999
6310.0;7.935499999999999
6320.0;jul.05
6330.0;jul.65
6340.0;jul.25
6350.0;7.699
6360.0;jul.55
6370.0;7.56825
6380.0;7.5009999999999994
6390.0;7.457
6400.0;7.412999999999999
6410.0;7.354499999999999
6420.0;7.295999999999999
6430.0;7.251
6440.0;7.206
6450.0;7.162
6460.0;7.118
6470.0;7.08075
6480.0;7.0435
6490.0;6.97325
6500.0;6.903
6510.0;6.8142499999999995
6520.0;jun.55
6530.0;6.686
6540.0;jun.65
6550.0;6.58925
6560.0;6.532
6570.0;jun.35
6580.0;6.435
6590.0;6.35475
6600.0;jun.45
6610.0;6.18275
6620.0;6.091
6630.0;6.0235
6640.0;5.956
6650.0;5.882000000000001
6660.0;5.808
6670.0;5.65775
6680.0;mai.75
6690.0;5.3774999999999995
6700.0;mai.75
6710.0;5.10875
6720.0;apr.97
6730.0;4.841749999999999
6740.0;apr.35
6750.0;4.60475
6760.0;4.496
6770.0;apr.75
6780.0;4.139
6790.0;4.049
6800.0;3.959
6810.0;3.86125
6820.0;3.7634999999999996
6830.0;3.6522499999999996
6840.0;3.541
6850.0;3.3767500000000004
6860.0;mar.25
6870.0;3.0742499999999997
6880.0;2.936
6890.0;2.7510000000000003
6900.0;2.5660000000000003
6910.0;2.37875
6920.0;feb.15
6930.0;2.1119999999999997
6940.0;2.0325
6950.0;1.95375
6960.0;1.875
6970.0;1.78375
6980.0;jan.25
6990.0;1.632
7000.0;jan.15
7010.0;1.53275
7020.0;1.494
7030.0;1.43575
7040.0;jan.75
7050.0;jan.15
7060.0;jan.55
